,user_name,user_location,user_description,user_verified,date,text,hashtags,source,label
255,BAD BOY JUICE ANYWAYS,Coal city Nigeria ,"Producer | 
Recording Artist |
Twenty Twenty juice 2022 |
Assistant Boyfriend on Fridays only |
#Antisapa now available for streaming.

link below 
🇳🇬 🇬🇧",FALSE,10-03-2022 22:42,"Your #network is your net worth

Are you a #glo, #mtn, #airtel, #9mobile customer??

It's not my business, But try get rich friends if you dey broke. Poverty no be inheritance. 
You no dey #ment.","['network', 'glo', 'mtn', 'airtel', '9mobile']",Twitter for Android,
256,Bhaskar,,,FALSE,10-03-2022 20:55,"How can i stop this ""class 0 Data quota alert message""  which pops up on the screen followed by another 2 texts. It's very annoying and frustrating also. How can i stop this or it's unstoppable? 
@airtelindia @Airtel_Presence 
#Airtel 
#Telecom 
#jio",,Twitter for Android,
257,SaveAareyForest,mumbai,"dreamer, typographer, outdoor, designer, adventurous, metal type. apple❤️ realmadridfan CR7. on a crusade to save the planet 🌎",FALSE,10-03-2022 20:29,@TataPlayin wtf is going on!!! Even after recharging my act it’s asking me to recharge. And your customer support says there’s a technical glitch and it will be fixed soon.  Like when after the football match is over ?? Pathetic service. Time to shift to #airtel #tataskyfail,,Twitter for iPhone,
258,Ⓓⓤⓡⓖⓔⓢⓗ,"Hyderabad, India",To err is human! Take it easy,FALSE,10-03-2022 20:16,"@JioCare Why is it taking more than 24 hours to activate SIM ?
Don't waste customers time.
#Airtel service is better than #Jio.","['Airtel', 'Jio']",Twitter for Android,
259,𝐆𝐨𝐝𝐬𝐨𝐧 𝐎𝐤𝐞𝐧𝐰𝐚 𝐀.🇳🇬(ɢᴏᴀᴅɪᴇʟ),"Portharcourt, Nigeria",𝕳𝖚𝖒𝖇𝖑𝖊 𝕲𝖊𝖓𝖙𝖑𝖊𝖒𝖆𝖓.,FALSE,10-03-2022 20:03,Hi guys can someone recommend the best service provider for an internet mifi. #MTN #glo #Airtel #nigeria #internet #Lagos #portharcourt #users,"['MTN', 'glo', 'Airtel', 'nigeria', 'internet']",Twitter Web App,
260,Kartikey Singh,"Varanasi, India","19 y/o  •Tech Enthusiast  •#Xiaomi Stuffs 
👉I Do What I Want👈 •AND YES PEOPLE CALL ME HANDSOME 😌",FALSE,10-03-2022 20:01,"Clear Destruction 😶😶😶
#Vi                     vs                #Airtel https://t.co/WbqxQ4nWPb","['Vi', 'Airtel']",Twitter for Android,
261,Ⓓⓤⓡⓖⓔⓢⓗ,"Hyderabad, India",To err is human! Take it easy,FALSE,10-03-2022 19:46,"@JioCare
Ported my number into #Jio from #Airtel. Even after 24 hours after old SIM deactivation, new Jio SIM not getting Network. Jio customer care executives not answering properly.","['Jio', 'Airtel']",Twitter for Android,
262,TA 🇮🇳,Mother Earth,"Giving back to society is antiquated, we are in decade of Sustainability ~ Let us change that by GivingFirst :)  

𝘑𝘰𝘪𝘯 𝘵𝘩𝘦 𝘮𝘰𝘷𝘦𝘮𝘦𝘯𝘵 @TAHK2030",FALSE,10-03-2022 19:16,"@Airtel_Presence

@airtelindia
if you can not refund the extra payment siphoned through ECS of linked credit card 
please do Tie a TreeAndHumanKnot you can tie 321 TAHK from that money, be prudent

#airtel #airtel5gready #AirtelBreaksBiases #AirtelDown #ethical #fraud #ChorBazaar",,Twitter Web App,
263,Godeal Online,India,"Get Best Shopping Deals From Top Online Stores, Money Saving Offers, Discount Coupon Codes, Lowest Online Prices & Lots of Free Product Samples for You.",FALSE,10-03-2022 19:10,#FREE 1GB 2GB or 5GB #Airtel #Data at 10 20 or 30 SuperCoins New #Flipkart Deal- https://t.co/a63k0QXRQk,"['FREE', 'Airtel', 'Data', 'Flipkart']",Twitter Web App,
264,CK's Technology News,Switzerland,"CKTN is a Nonprofit Organization that provides Tech, Security, Privacy related News.

Inquiries: CKsTechnologyNews@protonmail.com

Opinions expressed are my own",FALSE,10-03-2022 18:43,"#India SMS - Discord And Tiktok Being Blocked On #Airtel 
 
Source
https://t.co/PZQWRpABgM https://t.co/ce68NNz6kr","['India', 'Airtel']",TweetDeck,
265,Yogesh Gurjar,"Jaipur, India",,FALSE,10-03-2022 18:26,@Airtel_Presence @airtelindia @TRAI   its really hard to understand when i want to Move from your network i paid my bill in advance still you deduct my hard earned mony.. #cheaterairtel #airtel,,Twitter for Android,
266,amarnath reddy,"Yavatmal, India","house no 25, j.n.park",FALSE,10-03-2022 18:17,"@TataPlayin @TataPlayBinge my sub I'd is 1453435461. I think this company doesn't care about customer service since three weeks I am complaining that apps are not working thier is error message on screen but still no reply. Please don't buy this shit box.
#airtel
#jio
#tataplay https://t.co/YQIyJqEcmM",,Twitter for Android,
267,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,10-03-2022 17:59,#Airtel RCCG Plan 2022 – How To Migrate &amp; Benefits (CUG) https://t.co/Wlc5p3f2O8 #tariffplans,"['Airtel', 'tariffplans']",Revive Social App,
268,Shantanu Ghosh,India,Crazy ManUtd Fan...Complete foodie. #Footballer by heart #Socialmedia #marketer by chance. love fun #muzic #rammstein #metallica #Tatu,FALSE,10-03-2022 17:36,Is #airtel network down in #thane ???,"['airtel', 'thane']",Twitter for Android,
269,Shashi Raj Singh,"Noida, India",Raj! Real estate professional! NCR! Noida-Gr Noida,FALSE,10-03-2022 17:34,"Leave Airtel✌️ join another network! Just worst network making chutiya to people 😱😱 NCR mai network nhi de pa rha outer mai ghnta deta hoga
#airtelceo #airtel #airtelcfo #airtelmarket #airtelncr #airtelnoida #airtelgrnoida #airtelgurugram #airteldelhi",,Twitter for Android,
270,DellyRanks,"New Delhi, India","DellyRanks is the fastest growing news website in India. DellyRanks provide daily national, international, Movies, Lifestyle, Career, Astrology and more",FALSE,10-03-2022 17:28,"Airtel acquires 9 per cent stake in Avaada Clean for ₹7.8 crore #airtel #AvaadaClean #renewables https://t.co/5bJmCv7EXM
https://t.co/TJcIj3iOqq","['airtel', 'AvaadaClean', 'renewables']",FS-Poster APP,
271,சத்திஷ் கணேசன்,"Chennai,India","I'm working in WIPRO!!! Kohli,cricketer,cinema luvr,music luvr , fun with friendz , a huge fan of THALA (Ajith) .தமிழன்",FALSE,10-03-2022 17:26,@Airtel_Presence Hey #Airtel you are providing such worst ever internet service over here in #Pondicherry I have been waiting for last one month but no response here bunch of people going to change the network in a week so atleast give 2g connection..#WasteNetworkAirtel.,"['Airtel', 'Pondicherry']",Twitter for Android,
272,Developing Telecoms,London,"Developing Telecoms is the international telecommunications news portal for emerging markets worldwide covering the latest tech including 5g, AI, IoT and more.",FALSE,10-03-2022 17:25,M-Pesa now has more than 30 million customers in Kenya #SubSaharanAfrica #SouthAfrica #Kenya #Vodacom #MPesa #Airtel #Safaricom #CentralBankofKenya #MobilePayment https://t.co/m6h9mknzDL https://t.co/4zjEPrFo9O,"['SubSaharanAfrica', 'SouthAfrica', 'Kenya', 'Vodacom', 'MPesa']",Developing Telecoms Auto Tweet,
273,Pratul Nayak,"Pune, India",Working in a IT company here. Wannabe chef,FALSE,10-03-2022 16:56,@Airtel_Presence Your DM lacks understanding of the message. #Airtel customer care is horrible @airtelindia @airtelnews @AirtelSurs @Airtel,['Airtel'],Twitter for Android,
274,D,,IT Professional,FALSE,10-03-2022 16:24,".@airtelindia 
Is this what we pay you for?
Whole day your networks drops after every 15 minutes. And during peak hours it is just on the verge of dying.
Your Airtel Thanks App itself not able to reach servers.

Location : Kunadi area, Kota.

@Airtel_Presence 
#Airtel #Kota https://t.co/g59uCWR1y1",,Twitter Web App,
275,Witty Marketeers,,"The leading source of blogs, news, reports and insights that help marketing, branding, advertising and sales professionals to do their job better.",FALSE,10-03-2022 15:51,"""Airtel-Google Partnership
To Shape India’s Digital Ecosystem, Google will invest up to $1 billion in Airtel."" 
#google #airtel #digitalecosystem #business https://t.co/Ny148VAWg3",,Buffer,
276,Ayush Upadhyay,Pune,,FALSE,10-03-2022 15:47,@ravishndtv Today i have removed @ndtv from my #Airtel digital tv. Cant tolerate more Ravish Kumar's negative mindset against only one party. Tried very hard to understand Ravish..but now I quit. So so so negative person.,['Airtel'],Twitter for Android,
277,Gokula Krishnan Bhojan 🇮🇳,"Bengaluru South, India","PhD Scholar, Creative Director, Animator, Artist, Happy Father, Loveable Husband and Proud Indian. My tweets My rights. RT's not endorsements!!!",FALSE,10-03-2022 15:42,"Mailed my issues, They said call from my Airtel number to 121. My sim is not working how can I call? 

Are reading my messages? Why this irresponsible reply?

Its urgent and emergency message. do needful.

#airtelthanks #Airtel #AirtelIndia #AirtelPrepaid",,Twitter Web App,
278,Adithya,,"The World Is Not Enough..!
📸Photography Lover
📐Civil Engineer",FALSE,10-03-2022 15:40,Dear @airtelindia It has been a month since I ported my number into Airtel from BSNL since the day one I'm asking customer care service to activate VoLTE HD call on my num. There's no proper response from your airtel customer care. This is making me feel disappointment on #Airtel,,Twitter for Android,
279,M,Pandora,#தமிழன் | #AK | #Avatar | Open Source | Bike Ride | #Travelholic,FALSE,10-03-2022 15:29,Worest network #Airtel,['Airtel'],Twitter for Android,
280,Dheeru,"Madhya Pradesh, India",,FALSE,10-03-2022 15:20,"My airtel daily data pack not renewal since 10 March 00:01 hrs
Mob no 7389230753
#Airtel company does not resolve this issue",['Airtel'],Twitter for Android,
281,AB02,,Hell Is Hiring !!,FALSE,10-03-2022 15:10,"Hello #airtelthanks #Airtel I have some queries regarding my wifi. Tried calling you guys but I guess you dont want customers to contact you. 1st, its nearly impossible to get in touch with an advisor (human). Secondly, when I got connected the advisor hung up on me. Pls call me","['airtelthanks', 'Airtel']",Twitter for Android,
282,Prashanth,Chennai,Movie buff. Cricket addict. Patriot. Stag entry. Software Engineer by profession. Trader by passion.,FALSE,10-03-2022 14:53,@airtelindia such a poor customer service! Neither care to resolve the issue nor update the response inspite of repeated follow up. @Airtel_Presence have the courtesy to respond to the issues sent in dm. #Airtel #AirtelIndia,,Twitter for Android,
283,Umer Ahangar,kashmir,,FALSE,10-03-2022 14:34,"Airtel broadband / Airtel mobile internet not working in our area from last 1 month.
Our technical team is working on service request no. 10023797939 for your Airtel Xstream Fiber ID 019447129480_dsl. (M.9906722822)
#Airtel #mobile #fiber #airtelsrinagar #telcom",,Twitter for Android,
284,Kunal Aatray,,Proud Indian 🇮🇳,FALSE,10-03-2022 14:18,"@airtelindia @airtelindia @airtelnews I'm user of #airtel brodband wifi service but it has been almost one month,after the bill generated time period. not able to use any service from Airtel wifi.i have called many times at custcare and technical engineer visit also but nothing happens.@TRAI",['airtel'],Twitter for Android,
285,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,10-03-2022 13:59,GiveAway: NetworkPalava Free Data To You https://t.co/FPxQSCnKjb #others #cheapdataplans #freebrowsingcheats #glo #giveaway #mtn #airtel #9mobile,"['others', 'cheapdataplans', 'freebrowsingcheats', 'glo']",Revive Social App,
286,Neeraj Yadav,,,FALSE,10-03-2022 13:57,"@Airtel_Presence calling 121 and can't talk with customer care executive such a poor service
#airtel",['airtel'],Twitter for Android,
287,¯\_(ツ)_/¯ being Knot-e!,127.0.0.1,"(#) USDINR Options for Breakfast
{~} #Radio #Frequency En(de)cryption
{~} Flirting with Light using #Nikon
{~} RC Pilot",FALSE,10-03-2022 13:43,"@Airtel_Presence Even before you reply to me #Airtel Fiber is down again. This is utter shameless service and frustrating dealing with #Sunilmittal and @airtelindia 

The service quality has gone from bad to worse now.

#AirtelDown #airtelpricehike #AirtelBreaksBiases",['Airtel'],Twitter for Android,
288,Punit Shukla,Kanpur (India),"Writer, Poet, Space Lover and Motivator
Tweets r my own personal views. RT doesn't mean endorsement.",FALSE,10-03-2022 13:38,"@airtelindia @Airtel I need my broadband connection bill for 056921892926_dsl.
Unable to find any where
#airtel @Airtel_Presence @airtelnews",['airtel'],Twitter for Android,
289,BGR.in,India,"The best from the world of technology – news, features, opinions, reviews, how tos and everything tech. हिंदी में: @bgrhindi | Telegram: https://t.co/8iBRuySCdw",TRUE,10-03-2022 13:00,"Airtel vs VI vs BSNL vs Reliance Jio: Here are the top prepaid plan under Rs 200
#Airtel #Reliance #BSNL #vodafoneidea 
https://t.co/q5xI4QVTjP","['Airtel', 'Reliance', 'BSNL']",Twitter Web App,
290,sflc.in,New Delhi,"Defending Digital Freedom in India since 2010. We promote Open Knowledge, Free Speech, Online Privacy, Innovation & Equality - @IFEX Member - Join our force🖖",TRUE,10-03-2022 12:48,"“If #Airtel is imposing such screening on words like #TikTok and #Discord, it is a clear case of private censorship by the telecom provider. This affects the right to free speech of citizens. -@PrasanthTweets 
https://t.co/9CekvdfKpU
#censorship #FreeSpeech","['Airtel', 'TikTok', 'Discord']",Twitter Web App,
291,Rajesh R,India,,FALSE,10-03-2022 11:55,@Airtel_Presence That's true right Bushra!? I can't believe that #airtel treats - so this guy has a list and he's calling everyone and doing this same stupid thing. How can you let this happen being a CEO you should be humiliated first @VittalGopal @airtelindia @consumerforum_  @TRAI just fix it!,['airtel'],Twitter for Android,
292,Ashwin Nair,India,The biggest competition is myself.I am not looking to follow others or pull them down.I'm planning to test my own boundaries.,FALSE,10-03-2022 11:51,"If you take charges with Tax included from customer care what makes it so hard for you to provide a simple GST bill invoice for the same,more than 24hrs and airtel broadband bill is not given such a pathetic service #Airtel #Xtremefibre",,Twitter for Android,
293,देवेन्द्र कुमार सूद,raebareli (UP),retired😀,FALSE,10-03-2022 11:43,@airtelindia Never accepted my main balance by #Airtel and never allowed to recharge from main balance Now ported to @BSNL_UPE and #Airtel active now. I am leaving all the balance and data for the welfare of #Airtel https://t.co/81fCKCkq9f,['Airtel'],Twitter Web App,
294,Money vs Me,Gurgaon,SEBI Registered Investment Advisor,FALSE,10-03-2022 11:37,"Share of Telecoms is as per TRAI data for December 31, 2021
.
.
.
.
#telecom #trai #reliancejio #bhartiairtel #vodafoneidea #bsnl #financetips #edotco #jio #airtel #mutualfunds #economictimes #atcindia #reliance #investing #sales #financialadvisor #telecommunication #newsstory https://t.co/x0307MVBNC","['telecom', 'trai', 'reliancejio', 'bhartiairtel']",Twitter Web App,
295,Recharge1.com,"Gurgaon, India","Welcome to India's Leading Recharge App. https://t.co/paxQ0FuJQx is the Global Destination For Mobile Recharge, #DTH & Utility Payments With 100% Cashback.",FALSE,10-03-2022 11:37,"Online Mobile Recharge | Enjoy 100% #Cashback on Your BSNL Recharge | Vodafone Recharge | Airtel Online Recharge | Jio Prepaid Recharge &amp; MTNL Recharge. 

Recharge Now: https://t.co/myCBu7R9jb

#Recharge1 #Prepaid #MobileRecharge #Airtel #VodafoneIdea #VI #BSNL #MTNL #RelianceJio https://t.co/94uuElyj2h",['Cashback'],Twitter Web App,
296,ZoomStocks,"New Delhi, India",Daily updates from India's Financial markets | Stocks | Economy. Visit https://t.co/4gKGaOlIFm discover investing ideas socially | show trading skills in #BigBullsLeague,FALSE,10-03-2022 11:30,"#MarketMovesWithZS:
#Airtel: The SPV is formed for owning and operating the captive power plants
#Paytm: Paytm Payments Bank  likely to apply for a SFB license
#LT: LT Construction wins an order to design the underground metro project of Phase-4, Delhi
Source: CNBC &amp; ThePrint https://t.co/4HvFJOvSoo","['MarketMovesWithZS', 'Airtel', 'Paytm']",Hootsuite Inc.,
297,Bharat Bhushan,"Gurgaon, India",,FALSE,10-03-2022 11:23,"@airtelindia @Airtel_Presence since morning the ticket has been raised, engineer spent 4 hours but still no one is able to solve the problem. Is this how #Airtel works now ?? Ticket 10024399491",,Twitter for iPhone,
298,Collins Kariuki,Meru,Student at kenya methodist uni....meru,FALSE,10-03-2022 11:01,"Mpesa should find a way to reduce their charge rates otherwise tutahamia #Airtel Sending and withdrawing money should be free #mpesa
# https://t.co/C1Nsdq7G2V",['Airtel'],Twitter for Android,
299,KARGEY GENERAL MERCHANDISE,"Kampala, Uganda","Dealers in all Japanese Used items..Flasks, Kitchen Ware, Frying pans , Dolls, Kids Shoes,Schoolbags
Check our instagram 
..Link below 👇👇",FALSE,10-03-2022 10:43,"Uk used Slow cooker
Price is ugx 150000
Located at shell Bunga opp Zone Fresh supermarket...
WhatsApp/call on 0751240212...#Minister #HappeningNow.#Muhoozi.#Airtel https://t.co/yNGasIQIpt",,Twitter for Android,
300,Anuj Shukla,Noida,"option Trader! DM for details और हाँ मुझे हिन्दू होने पर गर्व है !Working with a reputed Hindi News Channel
Rigi paid https://t.co/TFmvvDxdLK",FALSE,10-03-2022 10:33,"This is how i guide and trade together. Active all time. Join @ 999 per month 
 #Nifty #banknifty #Pfizer #Lupin #metropolis 
  #NiftyBank #nifty50 #indigo #sbin #airtel  #srf #indigo #BajajFinance #auropharma 
 #jublfood #ADANIENT #TataChem #Hindalco #cipla #Reliance #icicibank https://t.co/CRjBF5KSSA","['Nifty', 'banknifty', 'Pfizer', 'Lupin']",Twitter Web App,
301,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,10-03-2022 10:29,"Working NapsternetV Configuration Files Download (Update 2022) – MTN, Telkom &amp; More… https://t.co/Sv1rEzeKCB #glo #9mobile #airtel #mtn #freebrowsingcheats",['glo'],Revive Social App,
302,Tupay,"Nairobi, Kenya",An easier way to manage all things money in one app. Check out Tupay and enjoy lifestyle payments.,FALSE,10-03-2022 10:13,"Usihustle kumake Payments! TUPAY APP has it all in one. 

Buy/Fuliza Tokens and Airtime with M-Pesa Paybill 737373 across all networks.

#Airtel #Safaricom #Telkom #Mpesa",,Twitter for Advertisers,
303,Λ D I Ƭ Y Λ,"Udaipur, India",,FALSE,10-03-2022 10:01,"My Airtel fiber is not working from last night, I'm having office and now my mobile data is also over. Worst experience from Airtel as it's down for more than 16hrs and still nothing is done 

@airtelindia @Airtel_Presence #Airtel #airtelthanks",,Twitter for Android,
304,Dr Gaurav Garg,New Delhi,Co-Founder @studyiq,FALSE,10-03-2022 09:58,"Metaverse will push data usage by 20X in 10 years. Reliance Jio and Airtel will gain from it. 
Jio not listed, so #Airtel is one of the best bets for long term investment. 
#Sensex #StockMarkets",,Twitter Web App,
305,NAVNEET SINGH,,Honest,FALSE,10-03-2022 09:35,#Airtel no proper nither service nor response,['Airtel'],Twitter for Android,
306,Sayyed Wajed Ali,,Slave of Allah Almighty | Structural Engineer by Profession,FALSE,10-03-2022 09:28,"@airtelindia I took #AirtelXtremeFibre #wifi connection. #VoiceCall service is included in plan, but local #Airtel office is telling that VC service is unavailable in #aurangabad (MS). @Airtel_Presence If it's true, m I eligible 4 deduction in package rate? Else pls provide VC.","['AirtelXtremeFibre', 'wifi', 'VoiceCall', 'Airtel']",Twitter for Android,
307,Λ D I Ƭ Y Λ,"Udaipur, India",,FALSE,10-03-2022 09:19,"#AirtelDown #Bhartiartl #xtream #Airtel how much time will u take to resume the WiFi, in the app also I'm not able to raise any SR.","['AirtelDown', 'Bhartiartl', 'xtream', 'Airtel']",Twitter for Android,
308,ICRUX,,,FALSE,10-03-2022 09:12,Hi @DoT_India  are you also on the #Airtel network.I can understand if your network is also down .@Airtel_Presence  @airtelnews @airtelindia  do you want us to send letters by post with our concerns or Pigeons would #AirtelDown,['Airtel'],Twitter Web App,
309,Techie Mind,,Tech That Really Matters!!,FALSE,10-03-2022 09:06,"AIRTEL AXIS BANK Credit Card Launched

#techie_mind #tech #technology #techie #airtelpaymentsbank #axisbank #AirtelAxisBankConnect #Airtel #banking #bank #bhartiairtel #airtel4g #airtelusers https://t.co/Szb1YvAjpU","['techie_mind', 'tech', 'technology', 'techie', 'airtelpaymentsbank', 'axisbank']",Twitter Web App,
310,Avinash gupta,,,FALSE,10-03-2022 09:04,#Airtel #AirtelDown #AirtelCeo  bad Service’s,"['Airtel', 'AirtelDown', 'AirtelCeo']",Twitter for iPhone,
311,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,10-03-2022 08:59,"NEW HA Tunnel Plus Config Files Download (Unlimited 2022) – MTN, Airtel, 9mobile, #Glo &amp; More… https://t.co/drvjgYBp1C #mtn #freebrowsingcheats #airtel #9mobile",['Glo'],Revive Social App,
312,tanmay jain,india,,FALSE,10-03-2022 08:25,"Hi @Airtel_Presence 
I dont know how your customer care works , there is no option to connect to your representative.
I have done a reacharge and cannot claim Amazon prime
can you help me with that ?
#airtel #PrimeVideo",,Twitter for Android,
313,A&K,India,lol,FALSE,10-03-2022 08:22,#airtel sucks 😞,['airtel'],Twitter for Android,
314,Sailesh Bathala,"Bengaluru, India",Tweets are just opinions and not endorsements!,FALSE,10-03-2022 08:15,"Airtel getting worse by the day. Calls don't connect, call drops if by chance it connects, internet takes us back to the Edge(2G) era. When all of us move ahead, these guys are slowing us down. Kudos! Pathetic!
@airtelindia @Airtel_Presence #airtelsucks #airtelcalldrops #Airtel",,Twitter for Android,
315,Okay,,,FALSE,10-03-2022 08:09,"@Airtel_Presence 
@airtelindia #Airtel I thought Airtel has issues with data speed only, but today I realised they have issues in DTH also, last week due to faulty DTH I had to replace new one, just one week and another set-up box malfunctioning... after every 30-40 mnts it ..1",['Airtel'],Twitter for Android,
316,मी ट्विटरकर,भूतलावर राहतो,"सकाळ, दुपार आणि संध्याकाळ ट्विटर वापरणारा माणूस.",FALSE,10-03-2022 08:00,"@Airtel_Presence @airtelindia worst service it's down again. Get well soon #Airtel #AirtelBroadband
#AirtelBroadBAND","['Airtel', 'AirtelBroadband', 'AirtelBroadBAND']",Twitter for Android,
317,Abhijit Mehta,"Mumbai, India",Purchase Engineer for Bought outs at  Kelvion India Pvt. Ltd.,FALSE,10-03-2022 07:55,"@Rishikumawat4u @airtelindia @airtelnews True!

I am calling them from past 96 hours and these people have no sense of care about their customers and issue

#fraud
#Airtel 
@airtelindia @airtelnews",,Twitter Web App,
318,amit,,,FALSE,10-03-2022 07:53,"@airtelindia @Airtel_Presence 

Can you stop your auto dialers or marketing, sales calls on my no ?? Or should I port it ?? Your auto dialer comes at night also around 10 pm &amp; u talk bout customer care.. bullshit.. 

#airtelherracement #airtel pathetic #NOtoairtel",,Twitter Web App,
319,Vikram Singh Naruka,,,FALSE,10-03-2022 07:44,"#airtel My Internet speed is 250Kbps. How FAST is your Internet? https://t.co/kMwzgYPJnq 
Shame on Airtel",['airtel'],Twitter for Android,
320,amit drabu,"Noida, India",Enterprise Digital Transformation | Salesforce | Pegasystems | UiPath | AI & ML,FALSE,10-03-2022 07:25,"why the hell is my phone's internet not working? yesterday I recharged with 549 pack at 11 pm and today morning, i find that all of that was exhausted. Is this some kind of a joke to you? The validity has also been reduced from 56 days to 54 days overnight. 7680923238 #Airtel",,Twitter Web App,
321,amit drabu,"Noida, India",Enterprise Digital Transformation | Salesforce | Pegasystems | UiPath | AI & ML,FALSE,10-03-2022 07:23,"#Airtel why the hell is my phone's internet not working? yesterday I recharged with 549 pack at 11 pm and today morning, i find that all of that was exhausted. Is this some kind of a joke to you? The validity has also been reduced from 56 days to 54 days overnight.",['Airtel'],Twitter Web App,
322,Rajesh R,India,,FALSE,10-03-2022 06:59,"@Airtel_Presence @Airtel_Presence @airtelindia @consumerforum_ 
He says because of me not recharging my DTH his salary is cut and his managers are not paying him! He has a long list of the report and he is doing the way of being rude to other customers too. Is this #airtel treats it's #employees",,Twitter for Android,
323,vignesh karthik,"Chennai, India","Engineer / Photographer / Traveller 

Insta : vickie_che_",FALSE,10-03-2022 06:48,"@Airtel_Presence Ha ha 😂🤣 my connection disconnected and raised ticket ten days ago, no one contacted.. #airtel sucks #airtelthanks 😁","['airtel', 'airtelthanks']",Twitter for Android,
324,Telecom TALK,India,"#Telecom #5G #Mobile #DTH
 
PR Mails: news at telecomtalk dot info

Newsletter: https://t.co/DvJxkN3nf2…

For Aviation News Updates - @aviationscoop",TRUE,10-03-2022 06:31,"Bharti Airtel to Take Up 9% Stake in Avaada CleanTN Project
#Airtel #Avaada
https://t.co/u0kN97Zjpp","['Airtel', 'Avaada']",Twitter Web App,
325,AbdulGafar Asgaf Asimi,"Lagos, Nigeria","Investment Manager 💹
Real Estate Consultant 🏘️
Business Analyst 📝
Entrepreneur 👨‍💼",FALSE,10-03-2022 06:22,A link to #MTN #glo #Airtel for sim activation machine ? I have shop facing express that can be used for such business at ibeju lekki side. There is no such service there until one goes to Ajah side.,"['MTN', 'glo', 'Airtel']",Twitter for Android,
326,Developing Telecoms,London,"Developing Telecoms is the international telecommunications news portal for emerging markets worldwide covering the latest tech including 5g, AI, IoT and more.",FALSE,10-03-2022 06:20,Airtel Africa repays USD 505m debt one year earlier #BhartiAirtel #Airtel #Africa #AirtelAfrica https://t.co/sJBvvTME9c https://t.co/9uNvsZNx0N,"['BhartiAirtel', 'Airtel', 'Africa', 'AirtelAfrica']",Developing Telecoms Auto Tweet,
327,"FforFree - Contest, Freebies & Deals KING",India,"https://t.co/Ae4j9YcX0B is the #1 stop shop where you will find all the best #Freebies, #Deals, #Giveaways, #Sweepstakes and #Contests available on the web #contestalert",FALSE,10-03-2022 06:18,"Free #Airtel Mobile Data using #Flipkart #Supercoins

Read more at: https://t.co/ZHXpc7XiRX

#FForFree  #NASDAQ #internet https://t.co/ZGZh4pCXmE","['Airtel', 'Flipkart', 'Supercoins', 'FForFree', 'NASDAQ']",Twitter Web App,
328,Shriram Insight,Kolkata,We are a focussed brokerage firm offering a wide range of services. Follow us for interesting news & insights & be an informed investor!,FALSE,10-03-2022 06:12,"#Bharti #Airtel added on 2% on #March 10, after it #entered an #agreement #resulting in #acquisition of an #aggregate 9% #equity #stake in #Avaada #CleanTN #Project, a #SPV formed for the purpose of owning and operating the #Captive #Power #Plant.
https://t.co/sZqVYYZAus","['Bharti', 'Airtel', 'March', 'entered', 'agreement', 'resulting', 'acquisition']",Twitter for Android,
329,Vineet,"Mumbai, India","Entrepreneur, MultiNational Cross Experience, social, Keen interest In Development of country, high dreams, low profile. love traveling, startup",FALSE,10-03-2022 06:03,@airtelindia @Airtel_Presence can u please take concrete action against such #fraudulent messages. I hope #airtel have in-house department to tackle these with #cyber cell. @MumbaiPolice  such numbers shall be traced n punished setting example across India https://t.co/0OsgVMElyp,"['fraudulent', 'airtel']",Twitter for iPhone,
330,Anand Raj,Begusarai & New Delhi,Tweets & Views are Personal.,FALSE,10-03-2022 05:53,@Airtel_Presence @airtelindia @airtelnews I am shocked no one even cares to reply #BestGetsBetter #AirtelDown #Airtel #CustomerService #CustomerSuccess,"['BestGetsBetter', 'AirtelDown']",Twitter for Android,
331,Kapil K Saini,Apne Ghar,"➡️  Eat  ➡️  Code  ➡️ Memes  ➡️ Sleep  ⬇️
⬆️ ⬅️  ⬅️  ⬅️  ⬅️ ⬅️ ⬅️  ⬅️ ⬅️  ⬅️  ⬅️ ⬅️
SDE-II @ExpediaGroup. 
Ex: @freecharge. 

#softwaredeveloper",FALSE,10-03-2022 05:49,"@airtelindia I thought only your X-Stream is slow but your customer support won this race. 
@Airtel_Presence You guys are the worst.
#airtel",['airtel'],Twitter for Android,
332,JumpStart Pakistan,All over Pakistan and Beyond!,We are a movement to CHANGE PAKISTAN through ENTREPRENEURSHIP - Become part of this change through launching your STARTUP 2 solve atleast 1 PROBLEM of PAKISTAN,FALSE,10-03-2022 05:35,"Pitch your Ideas at LIFT PAKISTAN CONFERENCE 2022!

.

.

.

idea #design #art #ideas #love #creative #inspiration #photography #artist #instagram #fashion #creativity #handmade #airtel #instagood

#LIFTPAKISTAN22 https://t.co/7US7eyOCtv","['design', 'art', 'ideas', 'love', 'creative', 'inspiration']",Twitter Web App,
